"study_id" "summary" "method" "group" "p_val" "effsize" "category" "interest"
0 "soil from Ulas" "GMPR2" "aggsize" 2.3560197973672e-10 0.538940296044816 "attribute" TRUE
0 "soil from Ulas" "CSS" "aggsize" 2.62976341188479e-09 0.481185528278505 "attribute" TRUE
349 "atherosclerosis" "TSS" "atherosclerosis" 1.77952345350019e-05 0.305470217718723 "disease" TRUE
349 "atherosclerosis" "GMPR2" "atherosclerosis" 0.261868773285034 0.00454123815285307 "disease" TRUE
349 "atherosclerosis" "CSS" "atherosclerosis" 0.098401355249242 0.0303730590844929 "disease" TRUE
349 "atherosclerosis" "TSS" "sample_type" 6.20012084116811e-06 0.314026907874062 "body_site" TRUE
349 "atherosclerosis" "GMPR2" "sample_type" 0.000139589190570357 0.225051622916526 "body_site" TRUE
349 "atherosclerosis" "CSS" "sample_type" 4.12723333094728e-09 0.523018815717378 "body_site" TRUE
349 "atherosclerosis" "TSS" "chronic_condition" 9.8889697139655e-05 0.248382203656358 "disease" FALSE
349 "atherosclerosis" "GMPR2" "chronic_condition" 0.49205568307192 -0.00926266715740398 "disease" FALSE
349 "atherosclerosis" "CSS" "chronic_condition" 0.245910750200894 0.0060769639717005 "disease" FALSE
349 "atherosclerosis" "TSS" "diabetes" 0.0215852372977755 0.0602663603425613 "disease" FALSE
349 "atherosclerosis" "GMPR2" "diabetes" 0.841121487365465 -0.0135185369169923 "disease" FALSE
349 "atherosclerosis" "CSS" "diabetes" 0.478127741763463 -0.00699815920170351 "disease" FALSE
349 "atherosclerosis" "TSS" "hypertension" 0.00412040194493386 0.101830682139619 "disease" FALSE
349 "atherosclerosis" "GMPR2" "hypertension" 0.947216665758675 -0.0140227780121192 "disease" FALSE
349 "atherosclerosis" "CSS" "hypertension" 0.515052608269891 -0.00811565276734668 "disease" FALSE
349 "atherosclerosis" "TSS" "sex" 0.855464264835636 -0.0136171976233971 "demographics" FALSE
349 "atherosclerosis" "GMPR2" "sex" 0.80088101907689 -0.0131886140480077 "demographics" FALSE
349 "atherosclerosis" "CSS" "sex" 0.643809114895582 -0.0110733111449278 "demographics" FALSE
349 "atherosclerosis" "TSS" "smoker" 0.0113418390057028 0.0762106356654872 "habit" FALSE
349 "atherosclerosis" "GMPR2" "smoker" 0.130036093403858 0.0181982195238202 "habit" FALSE
349 "atherosclerosis" "CSS" "smoker" 0.556994248382606 -0.00922626378301607 "habit" FALSE
353 "storage" "TSS" "body_habitat" 0.00274975905808004 0.0838578208088425 "body_site" TRUE
353 "storage" "GMPR2" "body_habitat" 2.48545619076481e-10 0.410969661763739 "body_site" TRUE
353 "storage" "CSS" "body_habitat" 0.00324132841743962 0.0806988316271725 "body_site" TRUE
353 "storage" "TSS" "env_feature" 0.237921717405142 0.00276666109993943 "" TRUE
353 "storage" "GMPR2" "env_feature" 0.0978743744327064 0.0122524164052318 "" TRUE
353 "storage" "CSS" "env_feature" 4.80124766942062e-22 0.6490779942987 "" TRUE
353 "storage" "TSS" "sex" 0.0236111133661162 0.0438614294704329 "demographics" FALSE
353 "storage" "GMPR2" "sex" 0.147933817148845 0.0116322110111868 "demographics" FALSE
353 "storage" "CSS" "sex" 0.00112370956826864 0.102252717457532 "demographics" FALSE
353 "storage" "TSS" "storage_days" 0.773570453178851 -0.00645932568756163 "time" TRUE
353 "storage" "GMPR2" "storage_days" 0.0228656233302707 0.0294273588599933 "time" TRUE
353 "storage" "CSS" "storage_days" 0.7236099711764 -0.00616154898748583 "time" TRUE
353 "storage" "TSS" "storage_temp" 0.576772673405559 -0.00637862311577815 "temp" TRUE
353 "storage" "GMPR2" "storage_temp" 0.643908942455623 -0.00794045451663454 "temp" TRUE
353 "storage" "CSS" "storage_temp" 0.798962513093367 -0.0110008333106893 "temp" TRUE
11635 "NAFLD" "TSS" "adv_fibrosis" 0.311043591416344 0.000142604802131468 "disease" TRUE
11635 "NAFLD" "GMPR2" "adv_fibrosis" 0.0334720088662014 0.0191384381766564 "disease" TRUE
11635 "NAFLD" "CSS" "adv_fibrosis" 0.0210993948177185 0.0234704553758261 "disease" TRUE
11635 "NAFLD" "TSS" "diabetes_t2" 0.440126228213524 -0.00297093207786754 "disease" TRUE
11635 "NAFLD" "GMPR2" "diabetes_t2" 0.314003630210634 0.00010117989678595 "disease" TRUE
11635 "NAFLD" "CSS" "diabetes_t2" 0.663369824087365 -0.00595988282903067 "disease" TRUE
11635 "NAFLD" "TSS" "cir_proband" 0.485149370266149 -0.00840547356940775 "chemicals" TRUE
11635 "NAFLD" "GMPR2" "cir_proband" 0.000111698898201041 0.22832620530899 "chemicals" TRUE
11635 "NAFLD" "CSS" "cir_proband" 0.0086738768139854 0.0965372686684157 "chemicals" TRUE
11635 "NAFLD" "TSS" "sex" 0.497801937378497 -0.00270190339105739 "demographics" TRUE
11635 "NAFLD" "GMPR2" "sex" 0.0400512554922617 0.016078559738134 "demographics" TRUE
11635 "NAFLD" "CSS" "sex" 0.111253057337817 0.00768165359892066 "demographics" TRUE
11653 "macaque_vacc" "TSS" "host_life_stage" 0.705977891148528 -0.0126128286748355 "demographics" TRUE
11653 "macaque_vacc" "GMPR2" "host_life_stage" 9.82201155539598e-06 0.272731298783412 "demographics" TRUE
11653 "macaque_vacc" "CSS" "host_life_stage" 1.36499816625591e-07 0.393703260585183 "demographics" TRUE
11653 "macaque_vacc" "TSS" "vacc" 0.257150443364609 0.0106893726153698 "chemicals" TRUE
11653 "macaque_vacc" "GMPR2" "vacc" 0.314009306168193 0.00472634794133565 "chemicals" TRUE
11653 "macaque_vacc" "CSS" "vacc" 0.761396505307882 -0.0217134022427333 "chemicals" TRUE
11666 "latinos" "TSS" "hispanic_origin" 0.40515908421582 0.00128503478685131 "demographics" TRUE
11666 "latinos" "GMPR2" "hispanic_origin" 0.133245838380778 0.029936278454159 "demographics" TRUE
11666 "latinos" "CSS" "hispanic_origin" 0.127785841985467 0.0309165440730736 "demographics" TRUE
11666 "latinos" "TSS" "diabetes_self_v2" 0.896039161660748 -0.00733527070780995 "disease" FALSE
11666 "latinos" "GMPR2" "diabetes_self_v2" 0.219937466132572 0.00376700893763446 "disease" FALSE
11666 "latinos" "CSS" "diabetes_self_v2" 0.239595600270022 0.00285799804050975 "disease" FALSE
11666 "latinos" "TSS" "us_born_v2" 0.600092210558841 -0.00545220416997699 "demographics" TRUE
11666 "latinos" "GMPR2" "us_born_v2" 0.178496113247353 0.00609098503835376 "demographics" TRUE
11666 "latinos" "CSS" "us_born_v2" 0.8581515195948 -0.00727861962416339 "demographics" TRUE
11666 "latinos" "TSS" "education_c3_v2" 0.895377765643556 -0.0136844682270468 "demographics" FALSE
11666 "latinos" "GMPR2" "education_c3_v2" 0.0431074780584986 0.0329855198782324 "demographics" FALSE
11666 "latinos" "CSS" "education_c3_v2" 0.59625562630097 -0.00742944922030889 "demographics" FALSE
11735 "salmonella" "TSS" "treatment" 0.582357576479541 -0.130957602339181 "disease" TRUE
11735 "salmonella" "GMPR2" "treatment" 0.437903121982925 -0.038720538720539 "disease" TRUE
11735 "salmonella" "CSS" "treatment" 0.147321084918778 0.294871794871795 "disease" TRUE
11760 "school_cleaning" "TSS" "host_subject_id" 0.0308825461999211 0.215440356744705 "geo_loc" FALSE
11760 "school_cleaning" "GMPR2" "host_subject_id" 0.063519377864855 0.15273132664437 "geo_loc" FALSE
11760 "school_cleaning" "CSS" "host_subject_id" 0.226896319470028 0.0420227920227922 "geo_loc" FALSE
11760 "school_cleaning" "TSS" "time" 0.236511548409485 0.0384137601528901 "time" TRUE
11760 "school_cleaning" "GMPR2" "time" 0.218392257198174 0.0453445641851437 "time" TRUE
11760 "school_cleaning" "CSS" "time" 0.602978117354557 -0.0429674458659968 "time" TRUE
1939 "CD" "TSS" "type_sample" 0.000627078135289005 0.0159609347435371 "body_site" TRUE
1939 "CD" "GMPR" "type_sample" 2.55658280251601e-21 0.132626461238272 "body_site" TRUE
1939 "CD" "CSS" "type_sample" 1.68394731356274e-15 0.0931399672713405 "body_site" TRUE
1939 "CD" "TSS" "body_site" 6.98560375697012e-08 0.0523865670193984 "body_site" TRUE
1939 "CD" "GMPR" "body_site" 2.08359638458022e-21 0.148450827358393 "body_site" TRUE
1939 "CD" "CSS" "body_site" 3.19371473617617e-16 0.111911597499749 "body_site" TRUE
1939 "CD" "TSS" "antibiotics" 0.963074792553244 -0.00172938775462319 "disease" TRUE
1939 "CD" "GMPR" "antibiotics" 0.389752706724316 -0.000451103319653789 "disease" TRUE
1939 "CD" "CSS" "antibiotics" 0.588409743019469 -0.00122558992374239 "disease" TRUE
1939 "CD" "TSS" "diagnosis" 0.62214914794943 -0.00184309604381994 "disease" TRUE
1939 "CD" "GMPR" "diagnosis" 0.0304693394358805 0.00883866284439871 "disease" TRUE
1939 "CD" "CSS" "diagnosis" 0.349106790196666 0.000432734727964101 "disease" TRUE
1939 "CD" "TSS" "race" 0.115878160909528 0.00622862548338198 "demographics" FALSE
1939 "CD" "GMPR" "race" 0.0496348338190434 0.010064856958401 "demographics" FALSE
1939 "CD" "CSS" "race" 0.0120945863196636 0.0161573970691895 "demographics" FALSE
10333 "urbanization" "TSS" "env_biome" 8.34099149122007e-05 0.0199991534431605 "geo_loc" TRUE
10333 "urbanization" "GMPR" "env_biome" 0.000604591346813415 0.014864347505322 "geo_loc" TRUE
10333 "urbanization" "CSS" "env_biome" 0.201487138237332 0.000872323202803192 "geo_loc" TRUE
10333 "urbanization" "TSS" "cleaning_frequency" 0.00479180502150989 0.0283892250452553 "habit" FALSE
10333 "urbanization" "GMPR" "cleaning_frequency" 0.00692360993114626 0.0264345675774165 "habit" FALSE
10333 "urbanization" "CSS" "cleaning_frequency" 0.107974021185568 0.0104739382647001 "habit" FALSE
10333 "urbanization" "TSS" "country" 8.34099149122007e-05 0.0199991534431605 "geo_loc" FALSE
10333 "urbanization" "GMPR" "country" 0.000604591346813415 0.014864347505322 "geo_loc" FALSE
10333 "urbanization" "CSS" "country" 0.201487138237332 0.000872323202803192 "geo_loc" FALSE
10333 "urbanization" "TSS" "ethnicity" 0.194953548200868 0.00368780692822704 "demographics" FALSE
10333 "urbanization" "GMPR" "ethnicity" 0.0154643096005385 0.0140763601954392 "demographics" FALSE
10333 "urbanization" "CSS" "ethnicity" 0.109320807482255 0.00623022217696849 "demographics" FALSE
10333 "urbanization" "TSS" "geo_loc_name" 0.000131517924837429 0.0242858229753723 "geo_loc" FALSE
10333 "urbanization" "GMPR" "geo_loc_name" 4.85203632368928e-06 0.0337957957132065 "geo_loc" FALSE
10333 "urbanization" "CSS" "geo_loc_name" 0.016536308359494 0.010045203166398 "geo_loc" FALSE
10333 "urbanization" "TSS" "sample_type" 2.48487290406935e-37 0.235852709038632 "body_site" FALSE
10333 "urbanization" "GMPR" "sample_type" 3.25733690273569e-39 0.247926812084436 "body_site" FALSE
10333 "urbanization" "CSS" "sample_type" 1.91228285077661e-77 0.492712009176846 "body_site" FALSE
10333 "urbanization" "TSS" "sex" 0.526545364414394 -0.000928598255787038 "demographics" FALSE
10333 "urbanization" "GMPR" "sex" 0.465584892350445 -0.000724906836666018 "demographics" FALSE
10333 "urbanization" "CSS" "sex" 0.719862535330112 -0.0013509698363278 "demographics" FALSE
10394 "fecal storage" "TSS" "sample_storage_temp_treatment" 2.0089182688397e-11 0.040182486641533 "temp" TRUE
10394 "fecal storage" "GMPR" "sample_storage_temp_treatment" 0.078886890098878 0.00337810190912609 "temp" TRUE
10394 "fecal storage" "CSS" "sample_storage_temp_treatment" 0.0364764869635242 0.00482715121910035 "temp" TRUE
10394 "fecal storage" "TSS" "sample_preservation_method" 0.259063892568244 0.00135510046381113 "chemicals" TRUE
10394 "fecal storage" "GMPR" "sample_preservation_method" 0.00845900988412857 0.0101695931805486 "chemicals" TRUE
10394 "fecal storage" "CSS" "sample_preservation_method" 0.0149833556669451 0.00878071118708823 "chemicals" TRUE
10394 "fecal storage" "TSS" "duration_of_storage" 4.81212415884409e-14 0.0479415104096963 "time" TRUE
10394 "fecal storage" "GMPR" "duration_of_storage" 2.72535685815979e-06 0.0197637338451358 "time" TRUE
10394 "fecal storage" "CSS" "duration_of_storage" 1.3390551676796e-06 0.0208975047288669 "time" TRUE
11757 "regional variation" "TSS" "districts" 3.54084301906585e-38 0.0285474850306602 "geo_loc" TRUE
11757 "regional variation" "GMPR" "districts" 1.0197183951443e-72 0.0521990888596468 "geo_loc" TRUE
11757 "regional variation" "CSS" "districts" 2.92667441560547e-77 0.0552777974667834 "geo_loc" TRUE
11757 "regional variation" "TSS" "occupation" 5.62890032321766e-06 0.00481295972048486 "demographics" FALSE
11757 "regional variation" "GMPR" "occupation" 0.000648448067874512 0.00306788518561308 "demographics" FALSE
11757 "regional variation" "CSS" "occupation" 0.218081288591457 0.000468842987759505 "demographics" FALSE
11757 "regional variation" "TSS" "education" 0.000264592527648116 0.00293990699675924 "demographics" FALSE
11757 "regional variation" "GMPR" "education" 3.49881634006658e-12 0.00874505696015981 "demographics" FALSE
11757 "regional variation" "CSS" "education" 0.130417478560314 0.000599691331755917 "demographics" FALSE
11757 "regional variation" "TSS" "antibiotics" 9.55433534588902e-05 0.00208087654953525 "disease" FALSE
11757 "regional variation" "GMPR" "antibiotics" 7.3307843718057e-06 0.00279516023601594 "disease" FALSE
11757 "regional variation" "CSS" "antibiotics" 1.17681417071156e-09 0.00526809157033446 "disease" FALSE
11757 "regional variation" "TSS" "diarrhea" 0.0305811938384906 0.000532260016086201 "disease" FALSE
11757 "regional variation" "GMPR" "diarrhea" 0.14931778668532 0.000156248217682329 "disease" FALSE
11757 "regional variation" "CSS" "diarrhea" 0.00171435328744051 0.00127880595221489 "disease" FALSE
11566 "ketogenic_diet" "TSS" "kdtreatment1" 0.275233524074834 0.0476190476190474 "chemicals" TRUE
11566 "ketogenic_diet" "GMPR2" "kdtreatment1" 0.512690760261924 -0.142857142857143 "chemicals" TRUE
11566 "ketogenic_diet" "CSS" "kdtreatment1" 0.275233524074834 0.0476190476190474 "chemicals" TRUE
11566 "ketogenic_diet" "TSS" "kdday" 0.0823792035988433 0.461538461538462 "time" TRUE
11566 "ketogenic_diet" "GMPR2" "kdday" 0.0476285147084644 0.615384615384615 "time" TRUE
11566 "ketogenic_diet" "CSS" "kdday" 0.0378118050742007 0.67948717948718 "time" TRUE
11566 "ketogenic_diet" "TSS" "kdday" 0.281509144597732 0.102564102564103 "time" TRUE
11566 "ketogenic_diet" "GMPR2" "kdday" 0.134854451597853 0.32051282051282 "time" TRUE
11566 "ketogenic_diet" "CSS" "kdday" 0.391625176271089 0 "time" TRUE
11566 "ketogenic_diet" "TSS" "kdtreatment1" 0.0567468164893817 0.119545454545454 "chemicals" TRUE
11566 "ketogenic_diet" "GMPR2" "kdtreatment1" 0.184209288186653 0.0346969696969698 "chemicals" TRUE
11566 "ketogenic_diet" "CSS" "kdtreatment1" 0.225345693701667 0.0213636363636363 "chemicals" TRUE
11625 "TPC" "TSS" "treatment" 0.226988223237595 0.0459863945578231 "chemicals" TRUE
11625 "TPC" "GMPR2" "treatment" 0.79396628114044 -0.0732653061224491 "chemicals" TRUE
11625 "TPC" "CSS" "treatment" 0.88692043671716 -0.0838095238095241 "chemicals" TRUE
11835 "macaque" "TSS" "env_biome" 0.159841690996712 0.0609826962809917 "geo_loc" TRUE
11835 "macaque" "GMPR2" "env_biome" 0.06091128006791 0.15702479338843 "geo_loc" TRUE
11835 "macaque" "CSS" "env_biome" 0.02451461446095 0.253615702479339 "geo_loc" TRUE
11835 "macaque" "TSS" "life_stage" 0.872780123793903 -0.0974358974358971 "demographics" FALSE
11835 "macaque" "GMPR2" "life_stage" 0.200184804177579 0.0641025641025642 "demographics" FALSE
11835 "macaque" "CSS" "life_stage" 0.423339641582443 -0.0358974358974358 "demographics" FALSE
11835 "macaque" "TSS" "sample_source" 0.234482607093185 0.041346153846154 "geo_loc" FALSE
11835 "macaque" "GMPR2" "sample_source" 0.395765687345556 -0.0278846153846153 "geo_loc" FALSE
11835 "macaque" "CSS" "sample_source" 1 -0.1 "geo_loc" FALSE
11835 "macaque" "TSS" "sample_source" 0.159841690996712 0.0609826962809917 "geo_loc" FALSE
11835 "macaque" "GMPR2" "sample_source" 0.06091128006791 0.15702479338843 "geo_loc" FALSE
11835 "macaque" "CSS" "sample_source" 0.02451461446095 0.253615702479339 "geo_loc" FALSE
11835 "macaque" "TSS" "sex" 0.201242620957724 0.0703703703703703 "demographics" FALSE
11835 "macaque" "GMPR2" "sex" 0.71500065468809 -0.0962962962962964 "demographics" FALSE
11835 "macaque" "CSS" "sex" 0.583882420770363 -0.0777777777777773 "demographics" FALSE
11835 "macaque" "TSS" "sex" 0.0490857749374822 0.179526084710744 "demographics" FALSE
11835 "macaque" "GMPR2" "sex" 0.0191461219747919 0.280507489669421 "demographics" FALSE
11835 "macaque" "CSS" "sex" 0.260808029004323 0.0165289256198347 "demographics" FALSE
12285 "allergy" "TSS" "fan" 0.752113180466337 -0.0219569787197283 "habit" FALSE
12285 "allergy" "GMPR2" "fan" 0.0684192237637267 0.0565986120309847 "habit" FALSE
12285 "allergy" "CSS" "fan" 0.980616123618551 -0.0243758458836063 "habit" FALSE
12285 "allergy" "TSS" "neighborhood" 0.0504441997718447 0.0946136908869834 "geo_loc" TRUE
12285 "allergy" "GMPR2" "neighborhood" 0.506903771870242 -0.0152650432153534 "geo_loc" TRUE
12285 "allergy" "CSS" "neighborhood" 0.182514660859876 0.0333773702717799 "geo_loc" TRUE
12285 "allergy" "TSS" "floweringplants" 0.749676887371094 -0.0208883079730698 "habit" FALSE
12285 "allergy" "GMPR2" "floweringplants" 0.690017140889192 -0.0195565858590836 "habit" FALSE
12285 "allergy" "CSS" "floweringplants" 0.472820645104709 -0.011270314927618 "habit" FALSE
12080 "immigration" "TSS" "type_location_before_us" 0.000787647203572804 0.0227225888338669 "geo_loc" TRUE
12080 "immigration" "GMPR2" "type_location_before_us" 0.383833448968169 -0.000156944372915296 "geo_loc" TRUE
12080 "immigration" "CSS" "type_location_before_us" 0.0204563990181544 0.0106819206470107 "geo_loc" TRUE
12080 "immigration" "TSS" "sample_group" 5.67880091728383e-06 0.0430827933548121 "demographics" TRUE
12080 "immigration" "GMPR2" "sample_group" 4.27248465451033e-10 0.075506773380226 "demographics" TRUE
12080 "immigration" "CSS" "sample_group" 0.0188775502886564 0.0135632471276773 "demographics" TRUE
12080 "immigration" "TSS" "religion" 0.0721083415840267 0.00759227253149579 "demographics" FALSE
12080 "immigration" "GMPR2" "religion" 0.162289772166189 0.00419828516995731 "demographics" FALSE
12080 "immigration" "CSS" "religion" 0.0490974333978534 0.00914351016678124 "demographics" FALSE
12080 "immigration" "TSS" "highest_education" 0.000643201252604938 0.0292037398246617 "demographics" TRUE
12080 "immigration" "GMPR2" "highest_education" 2.11186248426772e-07 0.0605179549696682 "demographics" TRUE
12080 "immigration" "CSS" "highest_education" 0.00872477275721771 0.0184030101747376 "demographics" TRUE
12080 "immigration" "TSS" "ethnicity" 0.00542295085819161 0.0133453011800724 "demographics" TRUE
12080 "immigration" "GMPR2" "ethnicity" 1.61589213999882e-08 0.0536101061111748 "demographics" TRUE
12080 "immigration" "CSS" "ethnicity" 0.0335647556967598 0.00757683132952361 "demographics" TRUE
12080 "immigration" "TSS" "alcohol_use" 0.555572711174786 -0.00166291828345993 "habit" FALSE
12080 "immigration" "GMPR2" "alcohol_use" 0.240883533283285 0.00277158205364266 "habit" FALSE
12080 "immigration" "CSS" "alcohol_use" 0.253353961739939 0.00252837282836186 "habit" FALSE
12080 "immigration" "TSS" "bmi_class" 0.472458848452314 -0.00079175750296269 "" TRUE
12080 "immigration" "GMPR2" "bmi_class" 0.138889180388569 0.00308252825071682 "" TRUE
12080 "immigration" "CSS" "bmi_class" 0.8309103599652 -0.00257837544296499 "" TRUE
12021 "infants" "TSS" "diet" 0.00723692555400859 0.0270004041925022 "food" TRUE
12021 "infants" "GMPR2" "diet" 0.0161803818950203 0.0214704863554932 "food" TRUE
12021 "infants" "CSS" "diet" 1.62812656662604e-05 0.0689037488438761 "food" TRUE
12021 "infants" "TSS" "gender" 0.869690185588387 -0.00333248949269583 "demographics" FALSE
12021 "infants" "GMPR2" "gender" 0.575403982881551 -0.00235026057017906 "demographics" FALSE
12021 "infants" "CSS" "gender" 0.97043226634151 -0.00341995240048291 "demographics" FALSE
12021 "infants" "TSS" "host_age" 1.44781907399752e-11 0.174072059261134 "demographics" FALSE
12021 "infants" "GMPR2" "host_age" 0.430983025995016 -0.000845274324861858 "demographics" FALSE
12021 "infants" "CSS" "host_age" 6.1167901005486e-34 0.533015866981842 "demographics" FALSE
11993 "westernization" "TSS" "age_range" 0.222059744406793 0.001118474896583 "demographics" TRUE
11993 "westernization" "GMPR2" "age_range" 0.579059306195945 -0.0015768613080568 "demographics" TRUE
11993 "westernization" "CSS" "age_range" 0.998805307086013 -0.00227789922099001 "demographics" TRUE
11993 "westernization" "TSS" "bmi_class" 0.827034593656844 -0.003699046782946 "demographics" TRUE
11993 "westernization" "GMPR2" "bmi_class" 0.566801597939218 -0.00197376277652878 "demographics" TRUE
11993 "westernization" "CSS" "bmi_class" 0.410590319208452 -0.000501555470964584 "demographics" TRUE
11993 "westernization" "TSS" "city" 6.32455256453955e-05 0.04703067182108 "geo_loc" TRUE
11993 "westernization" "GMPR2" "city" 4.94475278378504e-11 0.114975315205453 "geo_loc" TRUE
11993 "westernization" "CSS" "city" 3.20320123994869e-09 0.0950718937794868 "geo_loc" TRUE
11993 "westernization" "TSS" "medicament" 0.136607786690745 0.00276938464461469 "disease" FALSE
