sample_name	animal	continent	country	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_subject_id	latitude	longitude	moisture	pasteurized	ph	physical_specimen_location	physical_specimen_remaining	qiita_study_id	regionstate	rindtype	salt	sample_type	scientific_name	style	taxon_id	title
11488.CSB310	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Maconnais	46.306884	4.828731	26.47058824	N	6.08	UCSD	TRUE	11488	Bourgogne	bloomy	0.526405665	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB312	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Chevrotin_des_Aravis	46.013352	6.539931	44.71153846	N	8.06	UCSD	TRUE	11488	Savoie	washed	0.137289575	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB313	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Chevrotin_des_Aravis	46.013352	6.539931	56.12244898	N	7.63	UCSD	TRUE	11488	Savoie	washed	0.169286934	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB314	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Langres	47.949477	6.773163	58.61875351	N	6.49	UCSD	TRUE	11488	Burgundy-Champagne	washed	0.180339505	cheese	food fermentation metagenome	washed_bloomy	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB315	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Langres	47.949477	6.773163	53.78927911	N	6.48	UCSD	TRUE	11488	Burgundy-Champagne	washed	0.192874593	cheese	food fermentation metagenome	washed_bloomy	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB316	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Langres	47.949477	6.773163	58.53899309	N	6.47	UCSD	TRUE	11488	Burgundy-Champagne	washed	0.192113688	cheese	food fermentation metagenome	washed_bloomy	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB317	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tarentais	45.590996	6.874525	37.5	N	6.58	UCSD	TRUE	11488	Savoie	bloomy	0.322439273	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB318	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tarentais	45.590996	6.874525	38.81748072	N	6.56	UCSD	TRUE	11488	Savoie	bloomy	0.23042372	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB319	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tarentais	45.590996	6.874525	31.44508671	N	6.56	UCSD	TRUE	11488	Savoie	bloomy	0.266713887	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB320	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Camembert_de_Normandie	49.2178	-1.530385	56.09756098	N	6.35	UCSD	TRUE	11488	Normandy	bloomy	0.19060087	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB321	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Camembert_de_Normandie	49.2178	-1.530385	58.12807882	N	6.62	UCSD	TRUE	11488	Normandy	bloomy	0.189099966	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB322	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Camembert_de_Normandie	49.2178	-1.530385	62.54681648	N	6.31	UCSD	TRUE	11488	Normandy	bloomy	0.172666073	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB323	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Beaufort_Alpage	45.4932	6.4724	23.80952381	N	7.08	UCSD	TRUE	11488	Savoie	washed	0.104061951	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB324	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Beaufort_Alpage	45.4932	6.4724	24.71910112	N	7.08	UCSD	TRUE	11488	Savoie	washed	0.108771129	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB325	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Beaufort_Alpage	45.4932	6.4724	30.95238095	N	7.01	UCSD	TRUE	11488	Savoie	washed	0.088734793	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB326	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gaperon	45.70327	3.34485	57.5	Y	7.44	UCSD	TRUE	11488	Auvergne	bloomy	0.064520525	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB327	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gaperon	45.70327	3.34485	50.33783784	Y	7.22	UCSD	TRUE	11488	Auvergne	bloomy	0.087952787	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB328	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gaperon	45.70327	3.34485	53.09278351	Y	7.25	UCSD	TRUE	11488	Auvergne	bloomy	0.070804915	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB329	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gour_Noir	45.293574	2.165652	52.35259083	N	6.31	UCSD	TRUE	11488	NA	bloomy	0.136919825	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB330	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gour_Noir	45.293574	2.165652	51.78571429	N	6.28	UCSD	TRUE	11488	NA	bloomy	0.150256009	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB331	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Gour_Noir	45.293574	2.165652	48.06866953	N	6.35	UCSD	TRUE	11488	NA	bloomy	0.133923102	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB332	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Durrus	51.643696	-9.527764	45.94594595	Y	8.28	UCSD	TRUE	11488	Co._Cork	washed	0.094407018	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB333	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Durrus	51.643696	-9.527764	42.80442804	Y	7.41	UCSD	TRUE	11488	Co._Cork	washed	0.115213086	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB334	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Durrus	51.643696	-9.527764	51.10701107	Y	7.62	UCSD	TRUE	11488	Co._Cork	washed	0.147619313	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB335	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Milleens	51.677015	-9.9572	141.5831663	Y	6.91	UCSD	TRUE	11488	Co._Cork	washed	0.200342332	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB336	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Milleens	51.677015	-9.9572	56.55172414	Y	6.67	UCSD	TRUE	11488	Co._Cork	washed	0.164162968	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB337	c	Europe	Ireland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Ireland	Milleens	51.677015	-9.9572	55.75221239	Y	6.71	UCSD	TRUE	11488	Co._Cork	washed	0.135713172	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB338	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Comte	46.459832	5.928718	26.41509434	N	7.15	UCSD	TRUE	11488	Doubs_county	washed	0.143115941	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB339	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Comte	46.459832	5.928718	24.13793103	N	6.97	UCSD	TRUE	11488	Doubs_county	washed	0.152264392	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB340	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Comte	46.459832	5.928718	26.90721649	N	7.36	UCSD	TRUE	11488	Doubs_county	washed	0.119895068	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB341	g	Europe	Spain	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Spain	Majorero	28.358744	-14.053676	12.09677419	N	6.84	UCSD	TRUE	11488	Canary_Islands	natural	0.294443032	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB342	g	Europe	Spain	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Spain	Majorero	28.358744	-14.053676	16.38888889	N	6.75	UCSD	TRUE	11488	Canary_Islands	natural	0.234947457	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB343	g	Europe	Spain	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Spain	Majorero	28.358744	-14.053676	19.84126984	N	6.66	UCSD	TRUE	11488	Canary_Islands	natural	0.238087859	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB344	c	Europe	Spain	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Spain	Queso_Divinri	43.18284	-3.987843	10.21505376	Y	6.4	UCSD	TRUE	11488	Cantabria	natural	0.116753071	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB345	c	Europe	Spain	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Spain	Queso_Divinri	43.18284	-3.987843	23.27365729	Y	6.63	UCSD	TRUE	11488	Cantabria	natural	0.140604539	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB353B	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Westcombe_Cheddar	51.148123	-2.50513	15.04065041	N	6.43	UCSD	TRUE	11488	Somerset	natural	0.15343975	cheese	food fermentation metagenome	clothbound	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB354	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Westcombe_Cheddar	51.148123	-2.50513	9.090909091	N	5.86	UCSD	TRUE	11488	Somerset	natural	0.177697649	cheese	food fermentation metagenome	clothbound	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB357	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Quicke_s_Cheddar	50.777112	-3.583268	8.045977011	N	5.2	UCSD	TRUE	11488	Somerset	natural	0.202049373	cheese	food fermentation metagenome	clothbound	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB358	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Quicke_s_Cheddar	50.777112	-3.583268	19.24398625	N	5.25	UCSD	TRUE	11488	Somerset	natural	0.208641869	cheese	food fermentation metagenome	clothbound	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB360	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Colston-Basset_Stilton	52.89195	-0.959312	17.9245283	Y	7.39	UCSD	TRUE	11488	Nottinghamshire	natural	0.321106339	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB361	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Colston-Basset_Stilton	52.89195	-0.959312	36.8902439	Y	7.56	UCSD	TRUE	11488	Nottinghamshire	natural	0.268510406	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB362	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Colston-Basset_Stilton	52.89195	-0.959312	37.14710253	Y	7.4	UCSD	TRUE	11488	Nottinghamshire	natural	0.218434585	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB363	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stichelton	53.241334	-1.175304	32.49427918	N	7.32	UCSD	TRUE	11488	Nottinghamshire	natural	0.297019515	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB364	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stichelton	53.241334	-1.175304	36.79245283	N	7.51	UCSD	TRUE	11488	Nottinghamshire	natural	0.216439945	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB365	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stichelton	53.241334	-1.175304	37.16475096	N	7.5	UCSD	TRUE	11488	Nottinghamshire	natural	0.221461065	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB366	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cornish_Yarg	50.206254	-5.158213	35.79545455	Y	7.26	UCSD	TRUE	11488	Cornwall	natural	0.147234619	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB367	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cornish_Yarg	50.206254	-5.158213	50.28248588	Y	7.07	UCSD	TRUE	11488	Cornwall	natural	0.158446204	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB368	c	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cornish_Yarg	50.206254	-5.158213	NA	Y	7.22	UCSD	TRUE	11488	Cornwall	natural	0.124673175	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB369	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	St._James	54.186256	-2.980925	36.73469388	N	7.7	UCSD	TRUE	11488	Cumbria	washed	0.203328195	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB370	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	St._James	54.186256	-2.980925	52.50737463	N	7.8	UCSD	TRUE	11488	Cumbria	washed	0.147823096	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB371	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	St._James	54.186256	-2.980925	50.19011407	N	7.9	UCSD	TRUE	11488	Cumbria	washed	0.177583052	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB372	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cardo	51.33102	-2.487328	56.31067961	N	7.33	UCSD	TRUE	11488	Somerset	washed	0.151086456	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
